id,question
110,"금호타이어 2024년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
111,"금호타이어 2024년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
112,"금호타이어 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
113,"금호타이어 2024년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
114,"금호타이어 2024년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
115,금호타이어 2024년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.
116,"금호타이어 2024년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
117,"금호타이어 2024년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
118,"금호타이어 2024년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
119,"금호타이어 2024년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
120,"금호타이어 2024년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
121,"한온시스템 2022년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
122,"한온시스템 2022년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
123,"한온시스템 2022년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
124,"한온시스템 2022년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
125,"한온시스템 2022년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
126,한온시스템 2022년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.
127,"한온시스템 2022년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
128,"한온시스템 2022년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
129,"한온시스템 2022년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
130,"한온시스템 2022년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
131,"한온시스템 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
132,"한온시스템 2023년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
133,"한온시스템 2023년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
134,"한온시스템 2023년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
135,"한온시스템 2023년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
136,"한온시스템 2023년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
137,한온시스템 2023년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.
138,"한온시스템 2023년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
139,"한온시스템 2023년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
140,"한온시스템 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
141,"한온시스템 2023년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
142,"한온시스템 2023년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요."
